set,sort_name,card_number, name,gc02,gc03,gc04,gc05,gc06,gc07,gc08,gc09,gc10,gc11,gc12,dc02,dc03,dc04,dc05,dc06,dc07,dc08,dc09,dc10,dc11,dc12,specialty,s1,s2,s3,s4,s5,s6,prioritys,priorityt,subx,suby,tagx,tagy,oc02,oc03,oc04,oc05,oc06,oc07,oc08,oc09,oc10,oc11,oc12,ro02,ro03,ro04,ro05,ro06,ro07,ro08,ro09,ro10,ro11,ro12,division,promotion,era,year,position,notes,template
SuperSet '85,Barbarian (Konga),85_B19,The Konga,OC,DC,OC/TT,DC,OC,OC,OC,DC,OC,DC,OC,A,Reverse,B,A,B,A,B,C,A,A,B,Barbarian Smash,11,10,12,15 P/A,10 P/A,8,5,2,2,4,10,12,Ropes,Punch To Jaw 4,King Konga Suplex 11,Sleeperhold 5,Wild Head Butts 10 (xx),Judo Chops 8,Smash With Chair 10,Kick To Midsection 5,Barbarian Smash (S),Claw Hold 5*,Bearhug 4,Knee To Midsection 7,N/A,Claw Hold 8*,Claw Hold 8*,N/A,N/A,Konga Krunch 10,N/A,Shoulder Butt 7,N/A,Shoulder Butt 7,Heavyweight,NWA,Original,1985,Mid Card,Feuding with J. Valiant in NWA tag teams with B. Graham and T. Blanchard in April 1985.,true
SuperSet '85,Randy Savage,85_B20,Macho Man Jim,OC,OC,OC,OC,DC,OC,OC/TT,DC,OC,DC,DC,B,A,B,A,B,A,C,A,B,Reverse,B,Flying Elbow Drop,10 P/A,9,11 P/A,9,8 P/A,11,5,3,2,3,2,4,Throw Into Crowd (DQ),Kneedrop To Face 9 P/A,Macho Slam 8,Yanking Arm Bar 7,Turnbuckle Smash 6 (xx),Piledriver 9,Over Fist Smash 9,Monkey Flip 6,Flying Elbow Drop (S),Hammerlock 8,Ropes,N/A,N/A,Reverse Cradle 7,Flying Elbow Drop (S),Flying Elbow Drop (S),Flying Elbow Drop (S),Cross Body Block 10,N/A,Reverse Cradle 7,N/A,N/A,Heavyweight,Memphis,Original,1985,Upper Card,Memphis Southern Heavyweight champion in April 1985.,true
SuperSet '85,Magnum T.A.,85_B21,Magma TA,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,OC,B,B,A,C,A,A,A,Reverse,A,B,B,TA Suplex,9,11,10 P/A,10 P/A,11,10 P/A,5,2,2,3,2,4,Armdrag 5,Front Facelock 6,Boston Crab 5*,Spinning Toe Hold 9,Dropkick 7,Flying Forearm Smash 8,Spine Crusher 8,TA Suplex (S),Magnum Slam 6 (xx),Atomic Kneedrop 10 P/A,Ropes,Sunset Flip 8 P/A,Sunset Flip 8 P/A,N/A,N/A,TA Suplex (S),Sunset Flip 9,Forearm Smash 10,N/A,Cross Body Block 8,N/A,N/A,Heavyweight,NWA,Original,1985,Upper Card,NWA United States Heavyweight champion in April 1985.,true
SuperSet '85,Mr. Pogo,85_B22,Mr. Pogo,OC/TT,DC,DC,OC,OC,DC,OC,OC,DC,DC,OC,C,A,B,A,A,B,B,A,B,A,Reverse,Martial Arts,10,11 P/A,12,13,9,11,3,1,2,6,2,4,Ropes,Face Smack 5 (xx),Pogo Stick 9,High Kick To Face 8,Ear Gouge 6,Judo Smash 8,Headlock 5,Face Stomp 8,Elbow Drop 6,Martial Arts (S),Scorpion Leglock 13*,N/A,Shoulder Smash 6,Throw Out Of Ring (DQ),N/A,Judo Smash 7,N/A,High Kick To Face 7,N/A,Martial Arts (S),N/A,Backdrop 9 P/A,Heavyweight,Misc,Original,1985,Mid Card,St. Louis singles and tag team wrestler with Saito in April 1985.,true
SuperSet '85,Moondog Rex,85_B23,Bad Rex,OC,DC,DC,DC,DC,OC,OC,OC/TT,OC,OC,OC,A,C,A,B,A,B,B,A,A,B,Reverse,Back Buster,10,10,13 P/A,11,9,7,3,2,2,6,2,6,Ropes,Slug With Bone 9,Bark At Foe 5,Thumb Chokehold 8 (xx),Full Nelson 7,Elbow Smash 6,Forearm Jab 5,Leglift To Face 9,Back Buster (S),Eye Rake 8,Out Of Ring (DQ),Kick Out Of Ring (DQ),N/A,Face Stomp 10 P/A,N/A,Shoulder Block 6,N/A,Shoulder Block 6,N/A,Body Slam 7,N/A,Arm Stomp 6,Veteran,WWF,Original,1985,Lower Card,WWF singles wrestler in March 1985. Becomes The Nightmare in Mid South in April 1985.,true
SuperSet '85,Buddy Roberts,85_B24,Freebear Roberts,OC,OC,DC,DC,OC,OC,OC/TT,DC,DC,OC,OC,C,A,A,A,B,B,B,B,A,A,Reverse,Figure Four Leglock,10,11,11 P/A,9,10,9*,3,3,2,5,7,12,Double Knee Smash 11 P/A,Throw Into Turnbuckle 6,Figure Four Leglock (S),Scissor Lock 7,Boot To Teeth 8 (xx),Slug To Face 6,Elbow Smash 7,Throw Into Crowd (DQ),Neck Breaker 10,Body Slam 15,Ropes,Kick To Gut 10 P/A,N/A,N/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Shoulder Smash 7,N/A,N/A,Kick To Ribs 8,Flying Back Flip 6,Veteran,AWA,Original,1985,Tag Team,The Fab. F.birds in the AWA with M. Hayes in April 1985.,true
SuperSet '85,Rick Rude,85_B25,RockN’Rude,OC,OC,OC/TT,DC,DC,OC,OC,DC,OC,OC,OC,B,B,A,A,A,A,B,B,C,Reverse,A,Ravishing Piledriver,10 P/A,9,12,11,8 P/A,10,4,2,2,4,10,12,Ropes,Throw Out Of Ring (DQ),Kick To Face 8,Chokehold 6,Rodeo Neckstretcher 9,Headlock 7,Body Slam 5,Flying Elbow Smash 8 (xx),Ravishing Piledriver (S),Vertical Suplex 12,Land O Lakes Piledriver 11,Small Package 7 P/A,Kick To Face 6,N/A,Shoulder Block 7,N/A,Cross Body Block 8,Cross Body Block 8,N/A,Throw Out Of Ring (DQ),N/A,N/A,Young Star,Florida,Original,1985,Tag Team,Florida Southern Heavyweight Champion and then U.S. Tag Team Champion with J. Barr in April 1985.,true
SuperSet '85,Moondog Spot,85_B26,Ink Spot,OC,OC,OC,OC/TT,OC,OC,DC,DC,DC,DC,OC,C,Reverse,B,A,A,B,B,A,B,A,A,Back Buster,9,12,13,6,11 P/A,9,3,2,2,6,8,12,Slug With Bone 10,Knee Lift 8 (xx),Back Buster (S),Overhead Smash 6,Bodyslam 7,Forearm Slug 5,Yank Foe's Hair 8,Throw Into Crowd (DQ),Side Choke Hold 9,Howl At Moon 5,Ropes,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Shoulder Block 7,N/A,N/A,N/A,N/A,Shoulder Block 6,Boot To Face 7 P/A,N/A,Bodyslam 5,Veteran,WWF,Original,1985,Lower Card,WWF singles wrestler in April 1985.,true
SuperSet '85,Terry Taylor,85_B27,Terry The Tailor,OC,DC,OC,DC,OC,OC,OC,DC,OC/TT,DC,OC,A,C,B,A,A,A,A,B,Reverse,B,B,Sunset Flip,12,11 P/A,8 P/A,7,9,10,5,2,2,4,10,12,Ropes,Body Slam 6,Back Suplex 10,Double Armdrag 8 (xx),Swinging Legsweep 6,Hammerlock 7,Flying Elbow Smash 9,Sunset Flip (S),Fist Drop 5,Dropkicks 7,Abdominal Stretch 5*,N/A,Sunset Flip (S),Cross Bodyblock 7,N/A,Knee To Midsection 6,Shoulder Smash 8,N/A,Leg Sweep 8,N/A,Sunset Flip (S),N/A,Young Star,Mid South,Original,1985,Upper Card,Mid South North American Heavyweight champion in April 1985.,true
SuperSet '85,Buzz Tyler,85_B28,Mr. Buzz Breaker,OC,DC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,A,Reverse,A,B,A,B,B,A,B,C,A,Buzz Breaker,10,12 P/A,13,13,11,10,4,2,2,4,2,5,Nose Gouge 7,Pull Hair And Slug 10,Fist Drop 6,Power Forearm 7,Body Block 6,Elbow Smash 8,Spinecrusher 9,Chinlock 5 (xx),Buzz Breaker (S),Bearhug 9*,Ropes,N/A,Cross Body Block 6,N/A,Shoulder Smash 7,Buzz Breaker (S),Shoulder Smash 6,N/A,Backdrop 8,N/A,N/A,Shoudler Smash 5,Heavyweight,NWA,Original,1985,Upper Card,NWA Mid Atlantic Heavyweight Champion in April 1985.,true
SuperSet '85,Mike Von Erich,85_B29,The Iron Claw,DC,OC,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,B,A,B,Reverse,A,A,A,C,B,B,B,Iron Claw,9,10*,8,11,10*,10,4,3,2,5,8,12,Ropes,Belly To Back Suplex 10 P/A,Leg Grapevine 9 (xx),Iron Claw (S),Forearm Smashes 6,Armdrag Takedown 7,Dropkick 6,Atomic Kneedrop 9,Sleeper Hold 5,Stomach Claw 10,Slap In Face 5,N/A,Reverse Cradle 6 P/A,N/A,Backdrop 8,Slap To Sternum 6,Shoulder Block 7,Body Block 6,Flying Body Press 9 P/A,N/A,Iron Claw (S),N/A,Cruiserweight,World Class,Original,1985,Mid Card,World Class singles wrestler in April 1985.,true
SuperSet '85,Mark Youngblood,85_B30,Mark Oldblood,OC,OC,OC,DC,DC,OC,OC/TT,OC,DC,OC,DC,A,B,Reverse,B,A,B,A,C,B,A,A,Axe Handle Chop,9,12 P/A,13,10,14,8,4,3,2,5,9,12,Ropes,Headlock 6,Test Of Strength 5 (xx),Bodyslam 9,Arm Bar 7,Leglift To Face 8,Arm Drags 8,Dropkicks 6,Axe Handle Chop (S),Tomahawk Chop 10,Wardance Chops 10 P/A,N/A,N/A,Tomahawk Chops 6,Dropkicks 5,N/A,Axe Handle Chop (S),Arm Drag 7,Wardance Chops 6 P/A,N/A,Axe Handle Chop (S),N/A,Young Star,Florida,Original,1985,Tag Team,Florida tag team with J. Youngblood in April 1985.,true
SuperSet '85,Black Bart,85_BB1,Black Barge,DC,DC,OC/TT,OC,DC,OC,OC,DC,DC,OC,OC,B,C,A,B,A,A,A,B,Reverse,A,A,Double Leg Drop,12,10 P/A,8,8,10,12,4,2,2,5,9,12,Ropes,Headbutt 9,Pound Right Arm 8,Double Leg Drop (S),Body Slam 7,Forearm Smash 8,Back Elbow Jab 6,Smash To Gut 6,Eye Gouge 7,Headlock Chokehold 8,Black Suplex 10 P/A,N/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Cross Body Block 6,N/A,N/A,N/A,Shoulder Check 5,Double Leg Drop (S),Heavyweight,NWA,Original,1985,Mid Card,Challenged for the NWA Mid Atlantic Heavyweight title in April 1985.,true
SuperSet '85,Dino Bravo,85_BB2,Dino Bravado,DC,DC,DC,OC/TT,OC,OC,OC,OC,DC,DC,DC,B,B,A,C,B,A,A,Reverse,B,A,A,Flying Body Press,11 P/A,10,9,9,10 P/A,11,5,2,2,3,10,12,Ropes,Hammerlock 8,Canadian Suplex 9 P/A,Turnbuckle Whip 6,Atomic Kneedrop 7,Hip Roll 8,Rear Chinlock 9,Flying Body Press (S),Leg Dive Take Down 6 (xx),Full Nelson 5,Abdominal Stretch 8,N/A,N/A,Flying Dropkicks 8 P/A,Aerial Flip 9 P/A,Cross Body Block 7,Shoulder Smash 7,Flying Body Press (S),Flying Body Press (S),N/A,N/A,N/A,Heavyweight,Misc,Original,1985,Upper Card,Top star in Montreal in April 1985.,true
SuperSet '85,Hillbilly Jim,85_BB3,Hillbilly Joe,DC,OC/TT,OC,DC,OC,OC,DC,OC,DC,OC,DC,B,Reverse,A,B,A,B,A,B,A,C,A,Grizzly Bearhug,14,15*,16,13,12*,14,4,1,2,4,10,12,Critter Neckbreaker 11,Elbow Drop 6 (xx),Granny Suplex 8 P/A,Side Headlock 7,Kneedrop 9,Forearm Smashes 6,Full Nelson 8,Shoulder Smash 5,Turnbuckle Smash 10,Grizzly Bearhug (S),Ropes,Knee To Stomach 9,N/A,Shoulder Block 9,N/A,N/A,Hoedown 10,N/A,Wave To Crowd 3,Grizzly Bearhug (S),Cross Body Block 7,Grizzly Bearhug (S),Heavyweight,WWF,Original,1985,Lower Card,WWF singles wrestler in February 1985. Gets injured in March 1985.,true
SuperSet '85,Rambo,85_BB4,Ramdo,DC,OC,OC/TT,DC,OC,OC,OC,OC,DC,DC,DC,B,B,C,A,A,Reverse,C,A,A,B,B,Power Smashes,15 P/A,12 P/A,18 P/A,16,14,15,5,2,2,0,2,3,Elbow Drop 5,Bearhug 12*,Kick To Neck 6,Piledriver 10,Bodyslam 9,Kneedrop 7 (xx),Hip Toss 6,Dropkicks 8,Suplex 11 P/A,Power Smashes (S),Ropes,Backdrop 8,N/A,Bodyblock 7,N/A,Shoulder Block 6,Power Smashes (S),Power Smashes (S),N/A,Elbow Smash 5,N/A,N/A,Fake,Misc,Original,1985,Fake Wrestler,Fake wrestler named after a Stallone movie character.,true
SuperSet '85,Mr. T,85_BB5,Mr. Tea,OC,DC,OC,DC,OC/TT,OC,DC,OC,OC,DC,DC,B,B,B,B,A,A,A,Reverse,C,A,A,Boston Tea Party,10,9,11 P/A,8,10 P/A,9,5,3,2,3,6,12,Ropes,Elbow Drive 9,Powerslam 8,Boston Tea Party (S),Hiplock 7,Forearm Smash 6 (xx),Fireman's Carry 8,Slap In Face 5,Eye Gouge 6,Rapid Fire Punches 10,Scald With Tea 13,N/A,N/A,N/A,N/A,Forearm Smash 8,Forearm Smash 8,Forearm Smash 8,Kick To Midsection 7,Throw Out Of Ring (DQ),Slap In Face 5,Cross Body Block 10,Cruiserweight,WWF,Original,1985,Tag Team,PPV tag team partner of the Huckster in April 1985.,true
Promoter's Dream ‘85,Hulk Hogan,PD_01,Hulk Hogan,DC,OC,DC,OC,OC,OC,OC,DC,OC/TT,DC,DC,B,B,A,Reverse,B,A,C,A,A,B,B,Leg Drop,9 P/A,10 P/A,11 P/A,12,10,8 P/A,6,2,2,3,2,7,Ropes,Throw Through Ropes (DQ),Throat Lift 6,Python Headlock 10,Power Forearms 9 (xx),Crushing Leglock 7,Double Elbow Smash 8,Leg Drop (S),Bearhug 10*,Thunder Slam 9 P/A,Psyche Up Crowd 6,N/A,Scoop & Slam 9 P/A,N/A,Leg Drop (S),Leg Drop (S),Leg Drop (S),Elbow Smash 9,Bearhug 10*,N/A,N/A,N/A,Super Heavyweight,WWF,PD,1985,World Champion,WWF World Heavyweight champion in July 1985.,true
Promoter's Dream ‘85,Andre the Giant,PD_02,Andre the Giant,DC,DC,OC,OC/TT,OC,OC,OC,DC,DC,OC,OC,B,A,A,B,C,A,A,Reverse,B,A,B,Big Squash,11 P/A,13 P/A,14,10 P/A,12 P/A,12 P/A,6,2,2,0,2,7,Hoist Foe On Ropes 5,Gigantic Powerslam 13 P/A,Sit On Opponent 10,Knoggin Knocker 7 (xx),Big Boot To Gut 8,Belly Bump 5,Powersmash 9,Clasp Bearhug 10*,Big Squash (S),Pounce Into Turnbuckle 8,Ropes,N/A,Bearhug 14*,N/A,Belly Bump 7,Big Squash (S),N/A,Body Block 8,Belly Bump 7,N/A,Big Squash (S),N/A,Super Heavyweight,WWF,PD,1985,World Champion,Undefeated giant in the WWF in July 1985.,true
Promoter's Dream ‘85,Ric Flair,PD_03,Ric Flair,DC,DC,DC,OC/TT,OC,OC,OC,OC,DC,DC,OC,B,B,A,A,Reverse,C,A,A,A,B,B,Figure Four Leglock,10,12*,11*,14*,11,8,6,2,2,0,2,5,Reverse Cradle 9,Arm Drag And Twist 6,Flying Body Press 11 P/A,Choke 6,Flying Dropkicks 7 (xx),Side Headlock 9,Head Scissors 7,Figure Four Leglock (S),Spinning Toe Hold 10*,Minnesota Bodyslam 8,Ropes,N/A,N/A,Figure Four Leglock (S),Figure Four Leglock (S),Figure Four Leglock (S),Figure Four Leglock (S),Shoulder Smash 10,Cross Body Block 10 P/A,N/A,Back Body Drop 8,N/A,Heavyweight,NWA,PD,1985,World Champion,NWA World Heavyweight champion in July 1985.,true
Promoter's Dream ‘85,Rick Martel,PD_04,Rick Martel,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,OC,B,B,A,C,A,Reverse,A,A,B,A,B,Flying Cross Bodyblock,8 P/A,12,11 P/A,10,14 P/A,11,6,2,2,0,2,5,Ropes,Flying Head Scissors 10,Cross Hiplock 6 (xx),Headlock 9,Rapid Fire Dropkicks 9,Bodyslam 7,Monkey Flip 8,Flying Cross Bodyblock (S),Canadian Suplex 8 P/A,Boston Crab 6,Abdominal Stretch 9*,N/A,N/A,N/A,Small Package 10 P/A,Flying Cross Bodyblock (S),Flying Cross Bodyblock (S),Shoulder Butt 5,N/A,Reverse Cradle 9 P/A,N/A,Backdrop 7,Heavyweight,AWA,PD,1985,World Champion,AWA World Heavyweight Champion in July 1985.,true
Promoter's Dream ‘85,Sgt. Slaughter,PD_05,Sgt. Slaughter,DC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,OC,A,B,A,Reverse,C,A,B,A,A,B,B,Combat Clutch,12*,10,13,9,11 P/A,11*,6,2,2,3,2,6,Ft. Dix Sleeper 10*,Dropkick 5,Biloxi Suplex 9,Military Piledriver 8,Arm Drag 7 (xx),Forearm To Face 9,Elbow To Sternum 8,Combat Clutch (S),Cannon 10 P/A,Slam Into Ring Post 11,Ropes,N/A,N/A,Body Block 8,Shoulder Block 7,N/A,Cannon 9 P/A,Cannon 10,N/A,N/A,Cannon 9,Gomer Pyledriver 10 P/A,Super Heavyweight,AWA,PD,1985,Upper Card,AWA Americas Heavyweight champion in July 1985.,true
Promoter's Dream ‘85,Magnum T.A.,PD_06,Magnum T.A.,OC,DC,OC,DC,OC,OC,OC,OC/TT,DC,DC,OC,A,B,Reverse,B,A,A,B,C,A,B,A,Belly To Belly Suplex,10,15,10 P/A,9,9 P/A,10,5,2,2,4,2,4,Throw Out Of Ring (DQ),Lateral Press 6,Abdominal Stretch 11,Scissorlock 8 (xx),Belly To Belly Suplex (S),Forearm Smash 6,Side Headlock 8,Double Underlock 9,Sleeperhold 9*,Dropkicks 7,Ropes,Shoulder Smash 7,Sunset Flip 8 P/A,N/A,Flying Bodypress 10 P/A,Belly To Belly Suplex (S),N/A,Belly To Belly Suplex (S),Shoulder Smash 7,N/A,N/A,N/A,Heavyweight,NWA,PD,1985,Upper Card,NWA United States Heavyweight champion in July 1985.,true
Promoter's Dream ‘85,Mongolian Stomper,PD_07,Mongolian Stomper,DC,OC,OC,OC/TT,DC,OC,OC,DC,DC,OC,OC,B,A,C,Reverse,A,A,B,A,B,A,B,Mongolian Stomp,9,9 P/A,10,15 P/A,15,10,5,2,2,4,2,5,Ropes,Headlock 7,Lao Dong Sleeper 9*,Hiplock 9 (xx),Arm Drag 8,Vietnam Suplex 10,Bodyslam 8,Saigon Smash 6,Mongolian Stomp (S),Cong Chokehold 9,Armbar 9,Lao Dong Sleeper 9*,Lao Dong Sleeper 9*,N/A,N/A,Bodyblock 8,N/A,Kick Out Of Ring (DQ),N/A,Bodyblock 8,Bodyblock 5,N/A,Heavyweight,Memphis,PD,1985,Upper Card,Memphis International Heavyweight champion in July 1985.,true
Promoter's Dream ‘85,Billy Jack Haynes,PD_08,Billy Jack Haynes,DC,OC,OC,OC/TT,DC,OC,DC,OC,OC,OC,OC,B,B,A,C,A,A,A,Reverse,A,B,B,Power Full Nelson,12*,12*,9,11,10 P/A,10,5,2,2,4,2,6,Backbreaker 9,Portland Cradle 6 P/A,Bodypress 7,Spinning Backick 8,Forearm Smash 7,Indian Sidewinder 10,Arm Bar 5,Tin Soldier Suplex 9 (xx),Power Full Nelson (S),Headlock 8,Ropes,Shoulder Smash 10,N/A,Shoulder Smash 10,N/A,N/A,Power Full Nelson (S),N/A,Cross Body Block 10,N/A,Arm Drag 6,Arm Drag 6,Heavyweight,Florida,PD,1985,Tag Team,Florida U.S. Tag Team Champion with W. McDaniel in July 1985.,true
Promoter's Dream ‘85,Kerry Von Erich,PD_09,Kerry Von Erich,DC,OC,DC,OC,OC,OC,OC/TT,DC,DC,OC,DC,B,B,Reverse,A,A,A,A,C,B,B,A,Brain Claw,10,11*,12,11,10 P/A,10,5,3,2,4,2,6,Texas Sleeper 11*,Turnbuckle Smash 8,Running Kneedrop 10,Full Nelson 9 (xx),Leg Lift 6,Overhead Rights 7,Chinlock 8,Brain Claw (S),Hip Rolls 7,Flying Body Press 10 P/A,Ropes,N/A,N/A,Double Elbow Smash 8,Sleeper 9*,N/A,Bodyblock 7,N/A,Back Body Drop 8,Brain Claw (S),N/A,Reverse Cradle 9 P/A,Heavyweight,World Class,PD,1985,Tag Team,World Class tag team with Kevin Von Erich in July 1985.,true
Promoter's Dream ‘85,King Kong Bundy,PD_10,King Kong Bundy,DC,OC,OC/TT,OC,OC,OC,DC,DC,OC,DC,OC,Reverse,A,C,A,B,B,B,A,B,A,A,Avalanche,12,11 P/A,10,11,14 P/A,9,5,2,2,3,8,12,Ropes,Belly Drop 9 P/A,Avalanche (S),Choke With Foot 6,Forearms 8,Elbow To Throat 8,Ram Into Ring Post 9 (xx),Belly Bump 7,Throw Thru Ropes (DQ),Butt Drop 9,Bearhug 9*,Avalanche (S),Avalanche (S),N/A,Throw Out Of Ring (DQ),N/A,N/A,Body Block 6,Avalanche (S),Avalanche (S),N/A,N/A,Super Heavyweight,WWF,PD,1985,Upper Card,WWF singles wrestler in June 1985.,true
Promoter's Dream ‘85,Dusty Rhodes,PD_11,Dusty Rhodes,OC,DC,OC,DC,OC,OC,DC,OC,OC/TT,DC,DC,A,B,A,B,A,A,B,C,Reverse,A,B,Bionic Elbow,10,11 P/A,12 P/A,13,15,10,5,2,2,4,2,5,Throw Out Of Ring (DQ),Texas Suplex 8 P/A,Bionic Elbow (S),Side Headlock 8,Turnbuckle Smash 6,Standing Arm Bar 7,Six-Gun Smash 8 (xx),Scoop-Up Slam 8,Stardust Piledriver 10,Dream Strut 11,Ropes,N/A,N/A,Shoulder Smash 7,Loaded Elbow 9,N/A,Double Elbow Smash 8,N/A,N/A,Bodyblock 7,Dream Strut 11 P/A,Throw Out Of Ring (DQ),Veteran,NWA,PD,1985,Upper Card,NWA World TV champion in July 1985.,true
Promoter's Dream ‘85,John Studd,PD_12,John Studd,DC,DC,OC,DC,OC,OC,OC/TT,DC,OC,DC,OC,A,B,C,B,A,B,A,B,A,Reverse,B,Giant Backbreaker,10,9*,8*,12,9*,11,5,3,2,5,8,12,Ropes,Bearhug 8*,Power Smash 11,Reverse Headlock 6 (xx),Leglock Chokehold 8,Elbow To Windpipe 9,Stomp Face 8,Bodyslam 10,Giant Backbreaker (S),Ram Into Turnbuckle 9,Throw Out Of Ring (DQ),Kick To Chest 7,Bodyblock 8,N/A,Shoulder Block 9,N/A,Clothesline 10,N/A,Bearhug 8*,N/A,Bodyblock 6,N/A,Super Heavyweight,WWF,PD,1985,Upper Card,WWF singles wrestler in July 1985.,true
Promoter's Dream ‘85,Don Muraco,PD_13,Magnificent Muraco,OC,DC,OC/TT,DC,OC,OC,OC,OC,DC,DC,OC,B,A,B,Reverse,A,A,A,C,A,B,B,Dedicated Piledriver,14,10 P/A,10 P/A,10,12,11,5,2,2,4,8,12,Backbreaker 8,Darkness Suplex 8 P/A,Bearhug 7,Frontal Plex 8,Kick Out Of Ring (DQ),Knee Stomp 8 (xx),Blatant Choke 8,Dedicated Piledriver (S),Boot To Mouth 6,Hawaiian Punch 9,Ropes,Spit In Face 5,N/A,Shoulder Block 7,N/A,Cross Body Block 8,N/A,Punch Out Of Ring (DQ),N/A,Elbow Smash 10 P/A,N/A,Shoulder Smash 10,Heavyweight,WWF,PD,1985,Mid Card,WWF singles wrestler in July 1985.,true
Promoter's Dream ‘85,Tito Santana,PD_14,Tito Santana,DC,OC,DC,OC,OC,OC,OC/TT,OC,DC,DC,DC,B,B,A,C,A,A,Reverse,A,A,B,B,Figure-Four Toehold,12,10*,12,10*,11,10,5,3,2,5,8,12,Ropes,Mexican Suplex 8,Mule Kick 7 (xx),Side Headlock 7,Jumping Bean Dropkick 9,Armbar 8,Leg-Dive Takedown 6,Jalapeno Smash 6,Figure-Four Toehold (S),Abdominal Stretch 7,Flying Bodypress 7 P/A,Reverse Cradle 8 P/A,N/A,N/A,Flying Slingshot 10,Flying Slingshot 10,Flying Bodypress 9,Mexican Suplex 6,N/A,N/A,N/A,Reverse Cradle 7 P/A,Heavyweight,WWF,PD,1985,Upper Card,WWF Intercontinental Heavyweight Champion in July 1985.,true
Promoter's Dream ‘85,Gino Hernandez,PD_15,Gino Hernandez,OC,DC,OC,DC,DC,OC,OC,OC/TT,OC,OC,DC,B,C,A,A,B,A,A,Reverse,B,A,B,Back-Buster,10,10 P/A,10,9 P/A,11,12,4,2,2,4,9,12,Ropes,Side Suplex 12,Full Nelson 5,Midsection Kick 6 (xx),Abdominal Stretch 9,Dropkicks 10,Toss Into Crowd (DQ),Back-Buster (S),Leg-Dive Take-Down 6,Toehold 6,Figure-Four 9,N/A,Shoulder Block 8,N/A,Shoulder Block 7,N/A,Back-Buster (S),Back-Buster (S),N/A,N/A,Reverse Cradle 10 P/A,Reverse Cradle 10 P/A,Heavyweight,World Class,PD,1985,Tag Team,World Class American tag team champion with C. Adams and Texas Heavyweight champion in July 1985.,true
Promoter's Dream ‘85,Chris Adams,PD_16,Chris Adams,DC,OC,OC,DC,DC,OC,OC,OC/TT,OC,DC,OC,A,B,Reverse,B,A,A,A,C,B,A,B,Superkick,10,11 P/A,12,9 P/A,11,12,4,2,2,4,9,12,Sunset Flip 9 P/A,Turnbuckle Smash 6,Toehold Pump 8 (xx),Fireman's Carry 6,Flying Dropkick 9,Reverse Chinlock 8,Judo Chop 8,Superkick (S),Eye Rake 6,Inverted Suplex 8,Ropes,Body Block 7,Body Block 7,N/A,Superkick (S),N/A,Throw Into Crowd (DQ),N/A,Superkick (S),Shoulder Smash 9,N/A,N/A,Heavyweight,World Class,PD,1985,Tag Team,World Class tag team with G. Hernandez in July 1985. American Heavyweight champion in early July 1985.,true
Promoter's Dream ‘85,Road Warrior Hawk,PD_17,Road Warrior Hawk,OC,OC,DC,DC,OC,OC/TT,OC,DC,OC,OC,DC,B,B,A,A,Reverse,A,A,C,A,B,B,Power Smash,10 P/A,11,11,11,12 P/A,11,4,4,2,3,2,7,Outside Interference 10,Spine Buster 9 P/A,Arm Bar 6,Shattering Suplex 8,Wrecking Crane 7,Chicago Brawl 9 (xx),Power Slam 8,Power Smash (S),Neckbreaker 7,Spit In Face 5,Ropes,Clothesline 10 P/A,Clothesline 7 P/A,N/A,Power Smash (S),N/A,Throw Out Of Ring (DQ),N/A,Power Smash (S),N/A,N/A,Power Smash (S),Heavyweight,AWA,PD,1985,Tag Team,AWA World Tag Team champion with RWA in July 1985.,true
Promoter's Dream ‘85,Road Warrior Animal,PD_18,Road Warrior Animal,DC,DC,DC,OC,OC,OC/TT,OC,OC,DC,DC,DC,B,A,A,C,A,A,Reverse,A,B,B,B,Power Smash,10,11 P/A,10 P/A,15,11,9 P/A,4,4,2,3,2,7,Ropes,Chinlock 5,Concrete Body Slam (DQ),Power Smash (S),One-hand Toss 8,Wild Haymaker 8 (xx),Rumble-slam 7,Crushing Backbreaker 8,Eye Rake 8,Clothesline 9 P/A,Outside Interference 10,Clothesline 10 P/A,N/A,Power Smash (S),Power Smash (S),Power Smash (S),N/A,N/A,Kick Into Crowd (DQ),N/A,N/A,Clothesline 10,Heavyweight,AWA,PD,1985,Tag Team,AWA World Tag Team champion with RWH in July 1985.,true
